Pinyin,Wade-Giles,Romatzyh
куаихуо,куаихуо,куаыхуо
куанду,куанту,куандух
куанг,куанг,кwанг
куи,куеи,куеи
кунрао,куняо,куеннрао
ла,ла,лах
лаиxин,лаихсин,лаишинн
лан,лан,ланн
лангду,лангту,лаангдwу
лангман,лангман,ланqманн
лаодонг,лаотунг,лаудонq
ли,ли,ли
ли,ли,лии
либаи,липаи,лиибаы
лимао,лимао,лиимаw
лихаи,лихаи,лиххаи
ли,ли,лих
личанг,личанг,лихчаанг
лирун,лиюн,лихруенн
лиwаи,лиwаи,лихwаы
лианйие,лиенчиех,лианйие
лианлуо,лиенло,лианлуох
лианxианг,лиенхсианг,лианшеанг
лианпен,лиенпен,леанперн
лиансе,лиенсе,леансех
лиан’аи,лиенаи,лианнаы
лианган,лианган,леанганн
линю,линчу,линйиу
линг,линг,линг
лингшенг,лингшенг,лингшенг
лингдаи,лингтаи,лиингдаы
линг,линг,линq
лиудонг,лиутунг,лиоудонq
лиутонг,лиутунг,лиоутонг
лоу,лоу,лоw
лоудонг,лоутунг,лоwдонq
луойи,лойи,луойи
луоши,лоших,луохшыр
матоу,матоу,маатоур
ма,ма,мах
маимаи,маимаи,маемаы
манчанг,манчанг,маннчарнг
манхуа,манхуа,маннхуах
маоби,маопи,маубии
маодун,маотун,маудуенн
мао,мао,маw
маоыи,маои,маwыих
меи,меи,меи
меиqи,меичи,меичих
менжен,менчен,менйеен
мирен,мийен,мирен
миxин,михсин,мишинн
мианмао,миенмао,мианнмаw
мианзи,миензи,мианнзи
миао,миао,меау
минган,минкан,миингаан
минглианг,минглианг,минглианq
мингминг,мингминг,мингминг
минглинг,минглинг,минqлинq
мофан,мофан,мофанн
мофанг,мофанг,мофаанг
моху,моху,моху
моши,моших,мошых
моца,моца,моца
мотуо,мото,мотуо
муыанг,муыанг,муыанq
мугуанг,мукуанг,мухгуанг
наиxин,наихсин,наышин
нанxинг,нанхсинг,наншинq
нанбеи,нанпеи,нанбееи
нанйи,нанчи,нанйыи
нанде,нанте,нандер
наныи,нани,наныии
наози,наози,наози
неизаи,неицаи,неытзаы
ненглианг,ненглианг,ненглианq
нианду,ниенту,ниандух
нианлинг,ниенлинг,нианлинг
нианqиан,ниенчиен,нианчыан
ниу,ниу,ниоу
ниузаику,ниуцаику,ниоутзаекух
нонгчанпин,нунгчанпин,нонгчаанпиин
нуан,нуан,ноан
оу’ер,оуерх,ооуеел
оуран,оуян,ооуран
оуxианг,оухсианг,ооушианq
паише,паише,паишех
паичу,паичу,паирчwу
панг,панг,парнг
пеи,пеи,пеир
пеи,пеи,пеир
пеичанг,пеичанг,пеирчарнг
пеибеи,пеипеи,пеыбеы
пеитао,пеитао,пеытаw
пен,пен,пен
пен,пен,перн
пи,пи,пи
пифу,пифу,пыифу
пиxие,пихсиех,пыишые
пиqи,пиqи,пыиqи
пиан,пиен,пианн
пианзи,пиензи,пианнзи
пин,пин,пин
пиндао,пинтао,пындаw
пинфан,пинфан,пынфарн
пин,пин,пиин
пин,пин,пиин
пинжонг,пинчунг,пиинйоонг
пингтан,пингтан,пынгтаан
пингыуан,пингыуан,пынгыуан
пинггу,пингку,пынггу
пинглун,пинглун,пынглуенн
пинг,пинг,пынг
по,по,по
путао,путао,пwутао
qиwанг,чиwанг,чиwанq
qиqуан,чичуан,чыичыуан
qи,чи,чыи
qидонг,читунг,чиидонq
qифа,чифа,чиифа
qиши,чиших,чиишых
qидао,читао,чиидаw
qима,чима,чиимаа
qити,чити,чихтии
qиxианг,чихсианг,чихшианq
qиан,чиен,чиан
qиандинг,чиентинг,чиандинq
qианминг,чиенминг,чианминг
qианыуе,чиеныуех,чианиуе
qианженг,чиенченг,чианйенq
qианзи,чиентзу,чиантзых
qианйинг,чиенчинг,чыанйиинг
qианти,чиенти,чыантыи
qиан,чиен,чианн
qианг,чианг,чианг
qиангду,чиангту,чыангдух
qиангби,чиангпи,чыангбих
qиангйиу,чиангчиу,чеангйиоw
qиангпо,чиангпо,чеангпох
qиаоqиао,чиаочиао,чиаучиау
qиао,чиао,чиау
qиаомен,чиаомен,чиаумен
qиао,чиао,чыау
qин,чин,чын
qинфен,чинфен,чынфенн
qинг,чинг,чинг
qингчен,чингчен,чингчерн
qингли,чингли,чинглии
qингйие,чингчиех,чынгйые
qингланг,чингланг,чынглаанг
qуыу,чуыу,чиуыух
qуандоу,чуантоу,чыуандоу
qуаншийие,чуаншихчиех,чыуаншыхйиех
qуан,чуан,чыуан
qуан,чуан,чиуанн
qуефа,чуехфа,чиуефар
qуели,чуехли,чиуехлих
qунти,чунти,чыунтии
qунжонг,чунчунг,чыунйонq
ран,ян,раан
рао,яо,раw
релианг,йелианг,рехлианq
ремен,йемен,рехмен
ренйиан,йенчиен,ренйиан
ренли,йенли,ренлих
ренши,йенших,реншых
ренwу,йенwу,ренwух
рен,йен,реен
ренбужу,йенбучу,реенбуюх
реншоу,йеншоу,рееншоw
рен,йен,ренн
рендинг,йентинг,ренндинq
ренг,йенг,рхенг
ренгйиу,йенгчиу,ренгйиоw
руци,ютзу,руцыы
рутонг,ютунг,руторнг
руxиа,юхсиа,рушиах
румен,юмен,рухмен
руан,юан,роан
руанйиан,юанчиен,роанйианн
са,са,саа
сан,сан,саан
санwен,санwен,саанwен
ша,ша,ша
шаду,шату,шадwу
шамо,шамо,шамох
ша,ша,шаа
шанqу,шанчу,шанчиу
шан,шан,шан
шан,шан,шанн
шанзи,шанзи,шаннзи
шангбиао,шангпиао,шангбиау
шангйи,шангчи,шанqйыи
шангxиа,шангхсиа,шанqшиах
шангжанг,шангчанг,шанqяанг
шао,шао,шау
шаоwеи,шаоwеи,шаууеи
ше,ше,шер
шебуде,шебуде,шеебуде
шеде,шеде,шееде
шеxианг,шехсианг,шехшеанг
ше,ше,шех
шеqу,шечу,шехчиу
ше,ше,шех
шейи,шечи,шехйи
шеxианг,шехсианг,шехшианq
шеxиангйи,шехсиангчи,шехшианqйи
шеыинг,шеыинг,шехыиинг
шеыингши,шеыингших,шехыиингшы
шен,шен,шен
шенчу,шенчу,шенчух
шенду,шенту,шендух
шен,шен,шерн
шенйинг,шенчинг,шернйинг
шенqи,шенчи,шернчыи
шенqинг,шенчинг,шернчынг
шенггао,шенгкао,шенггау
шенгченг,шенгченг,шенгчернг
шенг,шенг,шенг
шенгфу,шенгфу,шенqфух
шенг,шенг,шенq
шенгxиа,шенгхсиа,шенqшиах
шиwу,шихwу,шыwух
шифу,шихфу,шыфу
шиге,шихко,шыге
шизу,шихцу,шыртзwу
шичанг,шихчанг,шырчарнг
шигуанг,шихкуанг,шыргуанг
шийи,шихчи,шырйи
шиши,шихших,шыршых
шихуи,шиххуи,шырхуеы
ши,ших,шыр
шиде,шихде,шыыде
шифан,шихфан,шыхфанн
ши,ших,шых
шили,шихли,шыхлих
шиту,шихту,шыхтwу
шипин,шихпин,шыхпын
шиwеи,шихwеи,шыхwеи
шоугоу,шоукоу,шоугоw
шоуйи,шоучи,шоуйыи
шоуши,шоуши,шоуши
шоудуан,шоутуан,шооудуанн
шоуфа,шоуфа,шооуфаа
шоуси,шоуссу,шоwсы
шоузаи,шоуцаи,шоwтзаи
шоу,шоу,шоw
шуфа,шуфа,шуфаа
шугуи,шукуеи,шугуеы
шужуо,шучо,шуюо
шучу,шучу,шучу
шуцаи,шуцаи,шуцаы
шуxи,шухси,шwуши
шу,шу,шуу
шубиао,шупиао,шуубиау
шуму,шуму,шухмух
шуаи,шуаи,шуаи
шуаидао,шуаитао,шуаидао
шуаилинг,шуаилинг,шуаылиинг
шуангшоу,шуангшоу,шуангшооу
шуичанпин,шуичанпин,шоеичаанпиин
шуифен,шуифен,шоеифенн
шуику,шуику,шоеикух
шуизаи,шуицаи,шоеитзаи
шуимиан,шуимиен,шуеымиан
шуофа,шуофа,шуофаа
шуоши,шуоших,шуохшых
сирен,ссуйен,сырен
сиwеи,ссуwеи,сыwеи
сижоу,ссучоу,сыхйоу
соу,соу,соу
соусуо,соусо,соусуоо
суше,суше,сухшех
суантианкула,суантиенкула,суантыанкуулах
суихоу,суихоу,сwеихоw
суиыи,суии,сwеиыих
суиже,суиже,сwеиже
суиыуе,суиыуех,суеыыуех
суи,суи,суеы
сунхаи,сунхаи,соенхаы
сунши,сунших,соеншы
суозаи,соцаи,суоотзаы
суо,со,суоо
таифенг,таифенг,таирфенг
таи,таи,таир
таитоу,таитоу,таиртоур
таиконг,таикунг,таыконг
тан,тан,тарн
тао,тао,таур
таопао,таопао,таурпао
таозоу,таоцоу,тауртзооу
тао,тао,таур
таохуа,таохуа,таурхуа
таошу,таошу,тауршух
таоыан,таоыан,таоыанн
тединг,тетинг,техдинq
теxинг,техсинг,техшинq
теыоу,теыу,техыеоу
тичанг,тичанг,тыичанq
тиqи,тичи,тыичии
тиши,тиших,тыишых
тицаи,тицаи,тыицаир
тийи,тичи,тиийи
тили,тили,тиилих
тианцаи,тиенцаи,тианцаир
тианранqи,тиенянчи,тианранчих
тианwен,тиенwен,тианwен
тиаойие,тиаочиех,тыауйые
тиаойие,тиаочиех,тыауйиее
тинг,тинг,тинг
тинглиу,тинглиу,тынглиоу
тонгыонг,тунгыунг,тонгыонq
тоу,тоу,тоу
тоутоу,тоутоу,тоутоу
тупо,тупо,тупох
тудоу,тутоу,туудоw
ту,ту,туу
ту,ту,тух
ту,ту,тух
туанжанг,туанчанг,тwаняанг
